symbol,code
CITIZEN,538786
GBFL,538787
GILADAFINS,538788
SAPPL,538795
AANCHALISP,538812
CAPPIPES,538817
KAIZENAGRO,538833
JMJFIN,538834
INTELLECT,538835
MONTECARLO,538836
JSTL,538837
ICL,538838
SCC,538857
PANAFIC,538860
MYMONEY,538862
CSL,538868
NEXUSSURGL,538874
GALADAFIN,538881
EMERALD,538882
MKEXIM,538890
MCLOUD,538891
OCTAL,538894
MIHIKA,538895
KANCHI,538896
SHRINIWAS,538897
DTIL,538902
VANICOM,538918
VINCOFE,538920
COSYN,538922
SOFCOM,538923
NAPL,538926
KARNAVATI,538928
ABHIFIN,538935
MERCANTILE,538942
ALFL,538952
GENUSPAPER,538961
MINDACORP,538962
MERCURYLAB,538964
CONCORD,538965
WARDINMOBI,538970
SHREESEC,538975
GREENLAM,538979
TALBROSENG,538987
SAPL,538992
PTCIL,539006
CHENFERRO,539011
MEGRISOFT,539012
GITARENEW,539013
KALPACOMME,539014
NEIL,539016
STARHFL,539017
BEEKAY,539018
SETFBSE100,539031
FRASER,539032
TIRUPATIIN,539040
GANVERSE,539041
AGIIL,539042
MANAKSTEEL,539044
MANAKALUCO,539045
MANAKCOAT,539046
IMAGICAA,539056
INOXWIND,539083
RAJPUTANA,539090
CCDL,539091
URSUGAR,539097
NORTHLINK,539110
SHESHAINDS,539111
PML,539113
ALANSCOTT,539115
SUJALA,539117
VRLLOG,539118
GRAMEVA,539120
PALCO,539121
BODHTREE,539122
VBIND,539123
MEP,539126
WARDWIZFBL,539132
UFO,539141
PANTH,539143
SHIVALIK,539148
ICSL,539149
PNCINFRA,539150
ARFIN,539151
VLL,539167
HELPAGE,539174
HAWAENG,539176
AIIL,539177
POEL,539195
AEL,539196
SGFIN,539199
NOBPOL,539200
SATIA,539201
GVBL,539206
GARMNTMNTR,539216
SRESTHA,539217
MUL,539219
MISHKA,539220
SPORTKING,539221
GROWINGTON,539222
HCKKVENTURE,539224
RUDRA,539226
LOYAL,539227
GGPL,539228
BALKRISHNA,539251
SHYAMCENT,539252
ADANIENSOL,539254
STARDELTA,539255
SAMSRITA,539267
SYNGENE,539268
MSL,539275
KAYA,539276
SYMBIOX,539278
ORTINGLOBE,539287
AURUM,539289
OSWALGREEN,539290
SUNRAKSHAK,539300
ARVSMART,539301
POWERMECH,539302
RAMASTEEL,539309
THINKINK,539310
SENSEXBETA,539312
NIFTYBETA,539313
UNIAUTO,539314
VETO,539331
NAVKARCORP,539332
SHREEPUSHK,539334
CALLISTA,539335
GUJENERGY,539336
WAAREE,539337
SADBHIN,539346
SALAUTO,539353
POLYSPIN,539354
PRITIKAUTO,539359
MAHAVEER,539383
ACME,539391
VISHALBL,539398
BELLACASA,539399
MALLCOM,539400
NAKSH,539402
SATIN,539404
DITCO,539405
GENCON,539407
KUBERJI,539408
TEJNAKSH,539428
RFSL,539435
COFFEEDAY,539436
IDFCFIRSTB,539437
INDIGO,539448
IGCIL,539449
SHK,539450
ECOFINITY,539455
PANORAMA,539469
SHREEGANES,539470
GTV,539479
LICNETFN50,539480
LICNETFSEN,539487
GARBIFIN,539492
SMARTFIN,539494
RAJKOTINV,539495
ADCON,539506
QUINT,539515
HDFCNIFTY,539516
HDFCSENSEX,539517
UDAYJEW,539518
TAVEXIA,539519
GROVY,539522
ALKEM,539523
LALPATHLAB,539524
SCTL,539526
CREATIVE,539527
AAYUSH,539528
ELITECON,539533
LUXIND,539542
APOORVA,539545
AGRIBIO,539546
NH,539551
DHVIJAFIN,539552
DEEPAI,539559
SUPHA,539561
AARNAV,539562
SHIVA,539593
MISHTANN,539594
DELTA,539596
AMPL,539598
KEL,539599
BLUECLOUDS,539607
KEIL,539620
PRECAM,539636
TEAMLEASE,539658
KAMATS,539659
BESTAGRO,539660
ACEMEN,539661
BFLAFL,539662
RGF,539669
RCL,539673
QUICKHEAL,539678
KAPILRAJ,539679
MOBAVENUE,539682
KPEL,539686
IFINSER,539692
HILIKS,539697
HYPERSOFT,539724
GOKULAGRO,539725
FREDUN,539730
SIMBHALS,539742
RELICAB,539760
VKAL,539761
MEAPL,539762
MNIL,539767
DARJEELING,539770
ADVIKCA,539773
LICNFNHGP,539784
PDMJEPAPER,539785
HCG,539787
UMIYA,539798
BHARATWIRE,539799
CHDCHEM,539800
CCAVENUE,539807
LELAVOIR,539814
BALGOPAL,539834
SUPERIOR,539835
RPEL,539837
LANCER,539841
NINSYS,539843
HALDER,539854
THYROCARE,539871
BAJAJHCARE,539872
RSDFIN,539875
CROMPTON,539876
DARSHANORNA,539884
PARAGMILK,539889
MADHAVIPL,539894
SPICELOUNG,539895
DIDL,539900
SNIM,539911
SEIL,539921
RGIL,539922
MIL,539938
YASHCHEM,539939
NV20IETF,539945
BAZELINTER,539946
JLL,539947
TAALTECH,539956
MGL,539957
ZEAL,539963
QUESS,539978
DIGJAMLMTD,539979
MIDSELIETF,539980
TITAANIUM,539985
COMSYN,539986
CFEL,539991
LLOYDSENGG,539992
KPL,539997
LTM,540005
EASTWEST,540006
BSLSENETFG,540008
COLORCHIPS,540023
ADVENZYMES,540025
LAHL,540026
DBL,540047
SPAL,540048
BIGBLOC,540061
RBLBANK,540065
BLS,540073
MITSU,540078
SPRAYKING,540079
DHATRE,540080
TVVISION,540083
GAMCO,540097
LTTS,540115
GNA,540124
RADHIKAJWE,540125
SIIL,540132
ICICIPRULI,540133
ARCFIN,540135
HPL,540136
SAGARSOFT,540143
VALIANTORG,540145
SHASHIJIT,540147
ENDURANCE,540153
PURPLE,540159
SUPRAPFSL,540168
PNBHOUSING,540173
SOUTHERNIN,540174
REGENCY,540175
VBL,540180
SALEM,540181
FRANKLININD,540190
LKPSEC,540192
OSIAJEE,540198
CMBL,540199
SFL,540203
EIKO,540204
AVL,540205
HEADSUP,540210
TCIEXP,540212
LAURUSLABS,540222
NEWLIGHT,540243
VSL,540252
MTPL,540254
SHANGAR,540259
GLCL,540266
FLORACORP,540267
TRU,540268
SKL,540269
PRICOLLTD,540293
CFL,540310
JITFINFRA,540311
TANVI,540332
RMC,540358
LLFICL,540360
DANUBE,540361
RADIOCITY,540366
DMART,540376
IFL,540377
ONTIC,540386
SMLT,540393
CHEMCRUX,540395
MANOMAY,540396
MAXIMUS,540401
CLEDUCATE,540403
PRIMEFRESH,540404
OCEANIC,540405
SHANKARA,540425
ESCORP,540455
CLFL,540481
STARLENT,540492
SCHAND,540497
KANUNGO,540515
MEERA,540519
IRBINVIT,540526
HUDCO,540530
PSPPROJECT,540544
GKL,540545
INDIGRID,540565
VARIMAN,540570
STARCEMENT,540575
RIDDHICORP,540590
TEJASNET,540595
ERIS,540596
CONTAINER,540597
GTPL,540602
AUBANK,540611
LOWVOLIETF,540612
GEL,540613
7NR,540615
SALASAR,540642
PALASHSECU,540648
AVADHSUGAR,540649
MAGADSUGAR,540650
GSTL,540654
NEXT50BETA,540669
SIS,540673
COCHINSHIP,540678
HALEOSLABS,540679
KIOCL,540680
SMRUTHIORG,540686
ABCAPITAL,540691
APEX,540692
SHISHIND,540693
ANG,540694
KCDGROUP,540696
DIXON,540699
BRNL,540700
DCAL,540701
PROCLB,540703
MATRIMONY,540704
RHFL,540709
CAPACITE,540710
ICICIGI,540716
PQIF,540717
AAYUSHBULL,540718
SBILIFE,540719
DIAMONDYD,540724
SHAREINDIA,540725
TTFL,540726
POOJA,540727
SAYAJIIND,540728
MEHAI,540730
IRIS,540735
SGRL,540737
STL,540738
GODREJAGRO,540743
MASFIN,540749
IEX,540750
GICRE,540755
SCPL,540757
TIINDIA,540762
NAM-INDIA,540767
MAHLOG,540768
NIACL,540769
IFGLEXPOR,540774
KHADIM,540775
5PAISA,540776
HDFCLIFE,540777
SHARIKA,540786
ICICIB22,540787
ASPIRA,540788
DNAMEDIA,540789
DYCL,540795
SHALBY,540797
MRCAGRO,540809
DML,540811
CRYSTAL,540821
ASTRON,540824
CHANDRIMA,540829
7SEASL,540874
APOLLO,540879
NEWGEN,540900
PRAXIS,540901
AMBER,540902
TIRUFOAM,540904
SRUSTEELS,540914
ASHOKAMET,540923
GALAXYSURF,540935
GGL,540936
MEDICO,540937
LAL,540952
KENVI,540953
IWP,540954
TDSL,540955
BHATIA,540956
SHIVAMILLS,540961
ASTERDM,540975
YSL,540980
HGINFRA,541019
INFLAME,541083
BPLPHARMA,541096
LIQUIDETF,541097
BDL,541143
ACTIVE,541144
GOYALALUM,541152
BANDHANBNK,541153
HAL,541154
DHARAN,541161
SANDHAR,541163
YASHO,541167
MIDHANI,541195
OBCL,541206
TRL,541228
LEMONTREE,541233
CHEMFAB,541269
HARDWYN,541276
INTERISE,541300
ORIENTELEC,541301
DHRUV,541302
AKSHAR,541303
INDOUS,541304
BSE500IETF,541313
INDOSTAR,541336
MILEFUR,541337
UHZAVERI,541338
PARVATI,541347
INNOVATORS,541353
UCIL,541358
ZIMLAB,541400
AFFORDABLE,541402
DOLLAR,541403
NGIL,541418
PALMJEWELS,541444
WAA,541445
ADANIGREEN,541450
SOLARA,541540
GAYAHWS,541546
RITES,541556
FINEORG,541557
VARROC,541578
RAJNISH,541601
GUJWIND,541627
RAWEDGE,541634
ASHNI,541702
HDFCAMC,541729
VIVANTA,541735
FRATELLI,541741
CREDITACC,541770
AMINTAN,541771
DEEP,541778
SMEL,541799
NEXT50IETF,541809
ASRL,541865
SPACEINCUBA,541890
SGIL,541929
LIQUIDIETF,541946
IRCON,541956
SKYGOLD,541967
SETFSN50,541972
MACH,541973
MANORAMA,541974
AAVAS,541988
GRSE,542011
A1L,542012
DOLFIN,542013
SHUBHAM,542019
AKI,542020
SUNRETAIL,542025
SMGOLD,542034
VIVIDM,542046
BCPL,542057
ATGL,542066
PHOSPHATE,542123
NIFTYETF,542131
TECHNOE,542141
SKIFL,542146
ARYAN,542176
NIVAKA,542206
DALBHARAT,542216
ABSLNN50ET,542230
NILASPACES,542231
SRD,542232
TREJHARA,542233
DECCAN,542248
AXITA,542285
KPIGREEN,542323
HIKLASS,542332
RPSGVENT,542333
SPENCERS,542337
GLOSTERLTD,542351
XELPMOC,542367
RITCO,542383
CHALET,542399
ANMOL,542437
JONJUA,542446
KRANTI,542459
ANUP,542460
ARVINDFASN,542484
SNXT50BETA,542513
AIHL,542524
ENERGYINF,542543
AGOL,542579
AARTECH,542580
HBEL,542592
MSTCLTD,542597
EMBASSY,542602
CHANDNIMACH,542627
NSL,542628
RVNL,542649
METROPOLIS,542650
KPITTECH,542651
POLYCAB,542652
VRFILMS,542654
VIKASLIFE,542655
NEOGEN,542665
GKP,542666
BMW,542669
AEPL,542670
MAHESH,542677
CHCL,542678
DEL,542679
HARISH,542682
PPL,542684
DGCONTENT,542685
ARL,542721
SBC,542725
INDIAMART,542726
CPML,542727
DCMNVL,542729
BANKIETF,542730
SNXT50BEES,542747
AFFLE,542752
PVTBANIETF,542758
SPANDANA,542759
SWSOLAR,542760
ALPHALOGIC,542770
360ONE,542772
IIFLCAPS,542773
MUFIN,542774
GALACTICO,542802
VEL,542803
FLUOROCHEM,542812
IRCTC,542830
GOBLIN,542850
GENSOL,542851
VISHWARAJ,542852
GREENPANEL,542857
SHAHLON,542862
ABSLBANETF,542863
ANUROOP,542865
CSBBANK,542867
UJJIVANSFB,542904
HINDWAREAP,542905
PRINCEPIPE,542907
EBBETF0430,542909
GIANLIFE,542918
ARTEMISMED,542919
SUMICHEM,542920
MIDCAPIETF,542921
NEXT50,542922
UNIVPHOTO,542933
CBPL,542934
COHANCE,543064
SMAUTO,543065
SBICARD,543066
07AGG,543071
07GPG,543079
09GPG,543092
UTCRFS2DGR,543099
UTCRFS2RGR,543110
08MPD,543144
08GPG,543150
08AGG,543153
10AGG,543161
10ARD,543165
10GPG,543167
ROJL,543171
COSPOWER,543172
11DPR,543173
11GPG,543174
11MPD,543175
11MPR,543176
11QPD,543177
11QPR,543178
11AGG,543181
11AMD,543182
11AQD,543184
11DPD,543186
POWERINDIA,543187
DJML,543193
NATURAL,543207
REGIS,543208
BILLWIN,543209
AARTISURF,543210
BONLON,543211
BOROLTD,543212
ROSSARI,543213
NDRAUTO,543214
EBBETF0431,543216
MINDSPACE,543217
SBGLP,543218
ALPL30IETF,543219
MAXHEALTH,543220
ITIETF,543221
MAXIND,543223
HDFCNIFBAN,543224
BANKBETA,543226
HAPPSTMNDS,543227
ROUTE,543228
SAMRATFORG,543229
ADVAIT,543230
ADL,543231
CAMS,543232
CHEMCON,543233
ANGELONE,543235
ATAM,543236
MAZDOCK,543237
UTIAMC,543238
LIKHITHA,543240
VGIL,543241
HEMIPROP,543242
EQUITASBNK,543243
SHINEFASH,543244
GLAND,543245
RBA,543248
TARC,543249
MOGSEC,543250
RVHL,543251
FAIRCHEMOR,543252
BECTORFOOD,543253
AWHCL,543254
INFRABEES,543255
RFLL,543256
IRFC,543257
INDIGOPNTS,543258
HOMEFIRST,543259
STOVEKRAFT,543260
BIRET,543261
MRP,543262
SMCGLOBAL,543263
NURECA,543264
RAILTEL,543265
HERANBA,543266
DAVANGERE,543267
DRCSYSTEMS,543268
MTARTECH,543270
JUBLINGREA,543271
EASEMYTRIP,543272
KMEW,543273
ANURAS,543275
CRAFTSMAN,543276
LXCHEM,543277
KALYANKJIL,543278
SURYODAY,543279
NAZARA,543280
SUVIDHAA,543281
UFBL,543283
EKI,543284
LODHA,543287
DEEPINDS,543288
PGINVIT,543290
MAFANG,543291
HEALTHIETF,543292
VINEETLAB,543298
SHYAMMETL,543299
SONACOMS,543300
DODLA,543306
KIMS,543308
IPL,543311
GRINFRA,543317
CLEAN,543318
ETERNAL,543320
TATVA,543321
ALIVUS,543322
BFSI,543323
GCSL,543324
ROLEXRINGS,543325
FMCGIETF,543326
EXXARO,543327
KRSNAA,543328
WINDLAS,543329
DEVYANI,543330
MOL,543331
EPIGRAL,543332
CARTRADE,543333
NUVOCO,543334
APTUS,543335
CHEMPLASTS,543336
SHARPLINE,543341
AASHKA,543346
ITAXIS,543347
ACUTAAS,543349
VIJAYA,543350
NBL,543351
SANSERA,543358
PREVEST,543363
MARKOLINES,543364
MASPTOP50,543365
SBLI,543366
PARAS,543367
GETALONG,543372
SVRL,543373
ABSLAMC,543374
SAMOR,543376
ADISHAKTI,543377
CWD,543378
CONSUMIETF,543383
NYKAA,543384
FINOPB,543386
SJS,543387
EQUAL50ADD,543388
SIGACHI,543389
POLICYBZR,543390
SGFRL,543391
PAYTM,543396
SAPPHIRE,543397
LATENTVIEW,543398
TARSONS,543399
OMNIPOTENT,543400
GOCOLORS,543401
DMR,543410
HITECH,543411
STARHEALTH,543412
TEGA,543413
MAHKTECH,543414
ANANDRATHI,543415
ZODIAC,543416
RATEGAIN,543417
SHRIRAMPPS,543419
JETFREIGHT,543420
MAPMYINDIA,543425
METROBRAND,543426
MEDPLUS,543427
DATAPATTNS,543428
HPAL,543433
SUPRIYA,543434
MONQ50,543437
MIDQ50ADD,543438
NIFTYADD,543440
CMSINFO,543441
BCONCEPTS,543442
WEL,543449
AUTOIETF,543450
AGSTRA,543451
SILVERIETF,543452
ALKOSIGN,543453
MAKEINDIA,543454
AWL,543458
SSTL,543461
DEVIT,543462
MANYAVAR,543463
SPITZE,543464
MOMOMENTUM,543465
SOFTTECH,543470
SILVER,543471
TECH,543472
HEALTHY,543473
BSLNIFTY,543474
GSEC5IETF,543480
MIDCAPETF,543481
EUREKAFORB,543482
GATEWAY,543489
GMRP&UI,543490
BCCL,543497
MSUMI,543498
ACHYUT,543499
EVOQ,543500
MOLOWVOL,543501
AVROIND,543512
UMAEXPORTS,543513
VERANDA,543514
SEML,543515
DHYAANITR,543516
HARIOMPIPE,543517
GLHRL,543520
NVENTURES,543522
CAMPUS,543523
RAINBOW,543524
SILVERTUC,543525
LICI,543526
PRUDENT,543527
VENUSPIPES,543528
DELHIVERY,543529
PARADEEP,543530
TIERRA,543531
ETHOSLTD,543532
EMUDHRA,543533
AETHER,543534
WEWIN,543535
MODIS,543539
PGCRL,543540
KESAR,543542
BRRL,543543
JAYANT,543544
VEERKRUPA,543545
HEALTHYLIFE,543546
DDEVPLSTIK,543547
MOHEALTH,543563
MOM30IETF,543568
HDFCNIF100,543569
HDFCNEXT50,543570
INFRAIETF,543571
SILVERADD,543572
SYRMA,543573
NIFTYQLITY,543574
MOMENTUM,543575
MOVALUE,543576
MOQUALITY,543577
RHETAN,543590
DREAMFOLKS,543591
HDFCSILVER,543592
DBOL,543593
DPL,543594
EPBIO,543595
TMB,543596
VOEPL,543597
KSOLVES,543599
HARSHA,543600
HDFCQUAL,543605
CONTAINE,543606
HDFCGROWTH,543607
HDFCVALUE,543608
MAFIA,543613
TIPSFILMS,543614
SRSOLTD,543615
TLL,543616
CNCRD,543619
INA,543620
VEDANTASSET,543623
EMIL,543626
HDFCLOWVOL,543627
HDFCMOMENT,543628
PPLPHARMA,543635
DCI,543636
TRACXN,543638
NARMADA,543643
INFOBEAN,543644
HPIL,543645
DCXINDIA,543650
FUSION,543652
BIKAJI,543653
MEDANTA,543654
ACI,543657
FIVESTAR,543663
KAYNES,543664
HDFCNIFIT,543665
HDFCPVTBAN,543666
INOXGREEN,543667
BBTCL,543668
RUSTOMJEE,543669
VINNY,543670
AAATECH,543671
FINIETF,543677
AMBOAGRI,543678
SIRCA,543686
DHARMAJ,543687
SARVESHWAR,543688
UNIPARTS,543689
EBBETF0433,543699
GSEC10IETF,543700
GARGI,543709
COMMOIETF,543710
SULA,543711
AFSL,543712
DRONACHRYA,543713
LANDMARK,543714
KFINTECH,543720
ELIN,543725
RADIANTCMS,543732
BANKADD,543738
AERONEU,543743
LOGICA,543746
KAMOPAINTS,543747
AARTIPHARM,543748
TRANSVOY,543754
EARTH,543765
ASHIKAG,543766
BTML,543767
NSLNISP,543768
INDONG,543769
HDFCBSE500,543774
HDFCSML250,543775
HDFCMID150,543776
GOLDETF,543781
SEALMATIC,543782
ROBU,543787
SVJ,543799
RESGEN,543805
ITCONS,543806
AIRAN,543811
DIVGIITTS,543812
ABSLLIQUID,543813
PCL,543814
PSUBNKIETF,543819
SUDARSHAN,543828
GSLSU,543829
BRIGHT,543831
DEVLAB,543848
SENSEXAXIS,543853
JAFINANCE,543860
USK,543861
MAIDEN,543874
EXHICON,543895
AVALON,543896
BLAL,543898
CUBEINVIT,543899
SILVERBETA,543900
RHL,543901
RETINA,543902
GOLDADD,543903
MANKIND,543904
AVG,543910
ATALREAL,543911
PIGL,543912
NXST,543913
SWATIPRO,543914
PAVNAIND,543915
HSIL,543916
SIGMA,543917
GHCLTEXTIL,543918
MKPL,543919
CFF,543920
COMRADE,543921
SILVERAG,543922
IKIO,543923
SONALIS,543924
BIZOTIC,543926
ASIAN,543927
COSMICCRF,543928
HMAAGRO,543929
URAVIDEF,543930
VEEFIN,543931
IDEAFORGE,543932
CYIENTDLM,543933
MACIND,543934
ITADD,543935
SENCO,543936
KAKA,543939
JIOFIN,543940
AHASOLAR,543941
UTKARSHBNK,543942
ASARFI,543943
BANKETF,543944
NETWEB,543945
LIQUID,543946
SENSEXADD,543947
PSUBANKADD,543948
PVTBANKADD,543949
YATHARTH,543950
NIITMTS,543952
KHAZANCHI,543953
ATL,543954
TREL,543955
QUAL30IETF,543956
REDTAPE,543957
VLEGOV,543958
SBFC,543959
CONCORDBIO,543960
DPWIRES,543962
SHELTER,543963
TVSSCS,543965
PYRAMID,543969
SHOORA,543970
BONDADA,543971
AEROFLEX,543972
VPRPL,543974
SHRAAITECH,543976
RISHABH,543977
RATNAVEER,543978
KAHAN,543979
JLHL,543980
RRKABEL,543981
QUESTFLOW,543982
EMSLIMITED,543983
SAMHI,543984
ZAGGLE,543985
SOUTHWEST,543986
NUVAMA,543988
KALAMANDIR,543989
SIGNATURE,543990
TECHKGREEN,543991
YATRA,543992
ARCL,543993
JSWINFRA,543994
MVGJL,543995
UDS,543996
ORGANICREC,543997
VALIANTLAB,543998
SENSEXETF,543999
CCAL,544000
SUNITATOOL,544001
PLAZACABLE,544003
IRMENERGY,544004
ITETF,544006
ALPHAETF,544007
MAXESTATES,544008
BLUEJET,544009
VPL,544011
CELLO,544012
KKSHL,544013
HONASA,544014
MISHDESIGN,544015
ESAFSFB,544020
PROTEAN,544021
ASKAUTOLTD,544022
KALYANI,544023
ARROWHEAD,544025
IREDA,544026
FEDFINA,544027
TATATECH,544028
GANDHAR,544029
FLAIR,544030
SPL,544035
DEEPAKCHEM,544036
AMIC,544037
BAJEL,544042
BBNPPGOLD,544043
INDIASHLTR,544044
DOMS,544045
INOXINDIA,544046
SIYARAM,544047
BENCHMARK,544052
MOTISONS,544053
SURAJEST,544054
MUTHOOTMF,544055
HAPPYFORGE,544057
MUFTI,544058
SHANTIDENM,544059
RBZJEWEL,544060
AZAD,544061
SUNCLAY,544066
INNOVACAP,544067
AIKPIPES,544072
MCPL,544073
SBVCL,544074
DIGIDRIVE,544079
SHILINDORE,544080
JYOTICNC,544081
MEDIASSIST,544088
LIQUIDCASE,544089
SHPLPUNE,544090
QLL,544091
NIFTYBETF,544092
BANKBETF,544093
EPACK,544095
NOVAAGRI,544100
ITBETA,544102
MCFL,544106
BLSE,544107
HEALTHADD,544109
HDFCPSUBK,544110
PARKHOTELS,544111
JGTL,544112
SIGNPOST,544117
JSFB,544118
RPTECH,544119
CAPITALSFB,544120
RUDRAGAS,544121
ENTERO,544122
LICNMID100,544123
VSTL,544124
JUNIPER,544129
SMALLCAP,544130
GPTHEALTH,544131
GOLDCASE,544132
EXICOM,544133
PLATIND,544134
MUKKA,544135
RKSWAMY,544136
INDUSINVIT,544137
JGCHEM,544138
KOURA,544139
GOPAL,544140
PESB,544141
SCILAL,544142
ROYAL,544143
PVSL,544144
KRYSTAL,544149
KPGEL,544150
CHATHA,544151
GCONNECT,544156
SRM,544158
LIQUIDADD,544159
JAYKAILASH,544160
DPABHUSHAN,544161
BHARTIHEXA,544162
GVL,544163
FAALCON,544164
SHIVAM,544165
EMMFORCE,544166
JNKINDIA,544167
AMKAY,544169
DKUAL,544170
STAL,544171
INDGN,544172
FTL,544173
TBOTEK,544174
TGIF,544175
AADHARHFC,544176
AZTEC,544177
GODIGIT,544179
MIDSMALL,544180
AWFIS,544181
LIQUIDBETF,544182
ASSOCIATED,544183
BOROSCI,544184
ADTECH,544185
TOTEM,544186
KRONOX,544187
MAGENTA,544188
SATTRIX,544189
PURPLEFIN,544191
IXIGO,544192
MID150CASE,544193
TOP100CASE,544194
COTFAB,544195
RETAIL,544197
DEEDEV,544198
GEMENVIRO,544199
AFIL,544200
DFPL,544201
STANLEY,544202
ABDL,544203
VRAJ,544204
NPL,544205
SBISILVER,544206
RELIABLE,544207
BANSALWIRE,544209
EMCURE,544210
EVINDIA,544212
ACLD,544213
THREEMPAPE,544214
SBINEQWETF,544215
OILIETF,544216
SANSTAR,544217
ABSLPSE,544218
VVIPIL,544219
KIZI,544221
AKUMS,544222
CEIGALL,544223
AFCOM,544224
OLAELEC,544225
FIRSTCRY,544226
UNIECOM,544227
METALIETF,544229
SSDL,544230
INTERARCH,544232
MFML,544233
ORIENTTECH,544235
PREMIERENE,544238
ECOSMOBLTY,544239
RAYMONDLSL,544240
MULTICAP,544241
TRAVELS,544242
STYLEBAAZA,544243
GALAPREC,544244
NHL,544245
RVTH,544246
TOP10ADD,544247
MACHLTD,544248
BALAJEE,544249
SANOFICONR,544250
SSL,544251
BAJAJHFL,544252
KROSS,544253
TOLINS,544254
PNGJL,544256
SAFE,544257
WCIL,544258
PFL,544259
NORTHARC,544260
ARKADE,544261
MANBA,544262
KRN,544263
DIFFNKG,544264
SUBAM,544267
METAL,544268
KGVL,544270
GARUDA,544271
SHIVTEXCHEM,544272
MGEL,544273
HYUNDAI,544274
VAL30IETF,544275
DBEIL,544276
WAAREEENER,544277
OCCLLTD,544278
GODAVARIB,544279
AFCONS,544280
ABINFRA,544281
SAGILITY,544282
ACMESOLAR,544283
LIQUIDPLUS,544284
SWIGGY,544285
NIVABUPA,544286
BLACKBUCK,544288
NTPCGREEN,544289
EIEL,544290
RAJESH,544291
ONESOURCE,544292
SURAKSHA,544293
ROSSTECH,544294
NISUS,544296
ODIGMA,544301
INNOVANA,544302
TTC,544303
JUNGLECAMP,544304
MOBIKWIK,544305
SAILIFE,544306
VMM,544307
HILLTONE,544308
IKS,544309
YASHHV,544310
IGIL,544311
NACDAC,544313
SANATHAN,544314
CEWATER,544315
DAMCAPITAL,544316
TRANSRAILL,544317
MAMATA,544318
SENORES,544319
CARRARO,544320
VENTIVE,544321
UNIMECH,544322
CONSUMER,544323
ITCHOTELS,544325
ECAPINSURE,544326
TECHNICHEM,544327
INDOFARM,544328
VANDU,544329
PARMESHWAR,544330
DAVIN,544331
FABCLEAN,544332
SETL,544333
INDOBELL,544334
BRGIL,544335
QUADFUTURE,544336
AVAX,544337
CAPINVIT,544338
LAXMIDENTL,544339
RIKHAV,544340
LGLL,544341
STALLION,544342
CNINFOTECH,544343
SHRIPISTON,544344
DENTA,544345
RRECL,544346
CLN,544347
GBLOGISTIC,544348
HMEML,544349
AGARWALEYE,544350
MALPANI,544351
AMWILL,544353
SOLARIUM,544354
JUBLCPL,544355
AJAXENGG,544356
COVANCE,544361
HEXT,544362
BAJAJINDEF,544364
SHANMUGA,544365
QPOWER,544367
SWASTH,544368
BEEZAASAN,544369
VIKRAMAR,544371
NAPSGLOBAL,544373
GOLD360,544375
SELECTIPO,544376
EQUAL200,544377
PRABHA,544379
CASHIETF,544380
SUPERIRON,544381
VALUEAXIS,544382
PPARIVAH,544383
SILVERCASE,544384
SBIBPB,544385
SPECTRUM,544386
DESCO,544387
SILVER360,544389
ENRIN,544390
INFONATIVE,544393
EVIETF,544394
STLNETWORK,544395
NPST,544396
ATHERENERG,544397
KENRIK,544398
SRIGEE,544399
MANOJJEWEL,544400
JASH,544402
ABLBL,544403
BORANA,544404
BELRISE,544405
UNIFIED,544406
AEGISVOPAK,544407
THELEELA,544408
ASTONEALAB,544409
PROSTARM,544410
SCODATUBES,544411
DIGITIDE,544413
BLUSPRING,544414
SNXT30BEES,544415
KRISHIVAL,544416
OSWALPUMPS,544418
ARIS,544419
RAYMONDREL,544420
ELLEN,544421
ABRFL,544422
KALPATARU,544423
GLOBECIVIL,544424
AJCJEWEL,544425
ICON,544426
TOP15IETF,544427
SEVL,544428
HDBFS,544429
SAMBHV,544430
ACEALPHA,544431
IGCL,544432
VALINDIA,544433
NEETUYOSHI,544434
ADCOUNTY,544435
VANDAN,544436
INTERNET,544438
CRIZAC,544439
CRYOGENIC,544440
METAINFO,544441
CHEMKART,544442
TRAVELFOOD,544443
GLEN,544444
APL,544445
ADVENTHTL,544446
SMARTWORKS,544447
PASHUPATI,544448
ANTHEM,544449
CHEMBONDCH,544450
SWASTIKAAL,544452
MSECL,544453
INDIQUBE,544454
EBGNG,544455
RMDRIP,544456
BRIGHOTEL,544457
SHREEREF,544458
SHANTIGOLD,544459
PATELCHEM,544460
REPONO,544463
UML,544464
LAXMIINDIA,544465
CPPLUS,544466
NSDL,544467
BDI,544468
LOTUSDEV,544469
MBEL,544470
GROWWPOWER,544473
BLT,544474
ESSEX,544475
JSLL,544476
HILINFRA,544477
SBILIQETF,544478
ALLTIME,544479
JSWCEMENT,544480
KRT,544481
STARIMAGIN,544482
ICODEX,544483
BLUESTONE,544484
REGAAL,544485
LTGILTCASE,544486
PATELRMART,544487
VIKRAMSOLR,544488
LGT,544489
SHREEJISPG,544490
GEMAROMA,544491
MEIL,544492
NISMGMT,544495
VIKRAN,544496
AHCL,544497
OVAL,544498
CPEDU,544499
SUGSLLOYD,544501
AMANTA,544502
RACHIT,544503
GOELCONS,544504
AUSTERE,544505
SML100CASE,544507
KRUPALU,544509
NCML,544510
KARBON,544511
SHRINGARMS,544512
DEVX,544513
CITYSQUARE,544514
